SO THU TU: 1
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,0.54223,-0.241279,0.010043,
1.0472,0.785398,1.5708,-0.00214396,2.26593e-18,-2.80595e-06,
1.0472,0.785398,1.5708,0.0275245,0.0249415,2.67539e-05,
1.0472,0.785398,1.5708,0.000221185,0,6.4105e-05,
Inertia Matrix
1.56307,-0.551618,0.139706,-0.0110904,0.000133352,0,
-0.551618,1.34641,-0.0162016,0,0.000270449,0,
0.139706,-0.0162016,0.369296,-0.0010085,0.000581345,0,
-0.0110904,0,-0.0010085,0.0107916,0,0,
0.000133352,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



